,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
5865,5865,30264780104,3026478,1,4,0,2,1,3,0,1.0,1,45,17.91,11756,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,3,3
5866,5866,30264780202,3026478,2,2,1,2,0,9,0,2.2,2,40,21.51,11751,0,2,1,17,10,,1,1,1,1,1,1,2,3,5.0,6.0,3,3
5867,5867,30264780205,3026478,2,5,0,2,1,3,0,1.0,1,40,22.15,11801,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,3,3
6230,6230,30318800102,3031880,1,2,1,1,0,9,0,1.0,1,40,26.31,11950,0,2,1,19,11,,1,1,1,1,1,1,1,3,6.0,6.0,2,1
6231,6231,30318800103,3031880,1,3,0,1,1,3,0,1.0,1,35,25.85,11788,0,2,1,19,11,,1,1,1,1,2,2,1,3,6.0,6.0,2,1
6255,6255,30323550102,3032355,1,2,1,2,0,9,0,1.0,1,24,9.03,11542,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,2
6256,6256,30323550103,3032355,1,3,0,2,1,3,0,1.0,1,30,9.07,11050,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,4,2
6304,6304,30327940402,3032794,4,2,1,4,0,21,0,1.0,1,18,0.0,11772,0,2,1,19,11,,1,1,1,2,1,1,1,2,4.0,5.0,4,3
6305,6305,30327940403,3032794,4,3,0,4,0,9,10,1.0,1,5,0.0,11727,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,3
6306,6306,30327940404,3032794,4,4,0,4,1,3,0,1.0,1,21,9.64,11776,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,3
6470,6470,30347520102,3034752,1,2,1,2,0,9,0,1.0,1,40,2.16,11978,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,2
6471,6471,30347520104,3034752,1,4,0,2,1,3,0,1.0,1,5,2.16,11978,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,2,2
6472,6472,30347520105,3034752,1,5,1,2,0,9,0,1.0,1,5,2.16,11978,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,2,2
6473,6473,30347520106,3034752,1,6,0,2,1,3,0,1.0,1,5,2.16,11978,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,2,2
6476,6476,30347520204,3034752,2,4,1,2,0,9,0,1.0,1,15,14.84,11978,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,2,2
6477,6477,30347520205,3034752,2,5,0,2,1,3,0,1.0,1,15,14.31,11901,0,2,1,19,11,,1,1,1,1,4,4,1,2,4.0,5.0,2,2
6548,6548,30355950102,3035595,1,2,1,1,0,9,10,1.0,1,60,40.88,11772,1,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,2,1
6679,6679,30369090102,3036909,1,2,1,2,0,9,0,1.0,1,18,8.71,11735,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,4,2
6680,6680,30369090103,3036909,1,3,0,2,0,19,0,1.0,1,17,6.61,11756,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,4,2
6681,6681,30369090104,3036909,1,4,0,2,0,8,0,1.0,1,3,0.0,11735,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,2.0,4,2
6682,6682,30369090105,3036909,1,5,0,2,1,3,0,1.0,1,40,0.0,11735,0,2,1,19,11,,1,1,1,2,3,3,1,3,2.0,3.0,4,2
6687,6687,30369090202,3036909,2,2,1,2,0,16,0,1.0,1,6,2.16,11735,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,2.0,4,2
6688,6688,30369090203,3036909,2,3,0,2,0,21,0,1.0,1,2,0.36,11735,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,1.0,4,2
6689,6689,30369090204,3036909,2,4,0,2,0,9,0,1.0,1,20,15.02,11735,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
6690,6690,30369090205,3036909,2,5,0,2,0,21,0,1.0,1,6,3.0,11788,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
6691,6691,30369090206,3036909,2,6,0,2,0,9,0,1.0,1,9,3.02,11788,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
6692,6692,30369090207,3036909,2,7,0,2,0,19,0,1.0,1,22,15.61,11788,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
6693,6693,30369090208,3036909,2,8,0,2,0,17,0,1.0,1,1,0.36,11735,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,4,2
6694,6694,30369090209,3036909,2,9,0,2,0,18,0,1.0,1,2,0.36,11735,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,4,2
6695,6695,30369090210,3036909,2,10,0,2,1,3,0,1.0,1,10,2.16,11735,0,2,1,19,11,,1,1,1,2,3,3,1,2,1.0,2.0,4,2
6853,6853,30381610102,3038161,1,2,1,4,0,9,0,1.0,1,4,2.08,11793,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,4,2
6854,6854,30381610103,3038161,1,3,0,4,1,3,0,1.0,1,3,2.37,11783,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,2.0,4,2
6888,6888,30382910202,3038291,2,2,1,2,0,6,0,1.0,1,15,2.47,11757,0,2,1,19,11,,1,1,1,2,1,1,1,2,2.0,3.0,2,2
6889,6889,30382910203,3038291,2,3,0,2,0,9,0,2.1,2,9,0.0,11757,0,2,1,19,11,,1,1,1,1,1,1,2,1,2.0,3.0,2,2
6890,6890,30382910204,3038291,2,4,0,2,0,19,0,2.1,2,3,0.0,11735,0,2,1,19,11,,1,1,1,1,2,2,2,1,1.0,1.0,2,2
6891,6891,30382910205,3038291,2,5,0,2,0,9,0,2.1,2,5,0.0,11735,0,2,1,19,11,,1,1,1,1,2,2,2,1,1.0,1.0,2,2
6892,6892,30382910206,3038291,2,6,0,2,0,5,0,2.1,2,15,0.0,11735,0,2,1,19,11,,1,1,1,1,3,3,2,2,2.0,3.0,2,2
6893,6893,30382910207,3038291,2,7,0,2,1,3,0,1.0,1,9,2.54,11757,0,2,1,19,11,,1,1,1,2,3,3,1,1,2.0,3.0,2,2
7230,7230,31009200202,3100920,2,2,1,2,0,9,0,1.0,1,15,3.47,11719,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,2
7231,7231,31009200203,3100920,2,3,0,2,1,3,0,1.0,1,15,3.47,11772,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,4,2
7268,7268,31010940102,3101094,1,2,1,4,0,9,0,1.0,1,15,4.2,11581,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,2,3
7269,7269,31010940103,3101094,1,3,0,4,1,3,0,1.0,1,16,4.34,11096,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,2,3
7270,7270,31010940402,3101094,4,2,1,4,0,9,0,1.0,1,17,4.47,11581,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,2,3
7271,7271,31010940403,3101094,4,3,0,4,1,3,0,1.0,1,15,4.47,11570,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,2,3
7272,7272,31010940404,3101094,4,4,1,4,0,9,0,1.0,1,15,4.47,11581,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,2,3
7273,7273,31010940405,3101094,4,5,0,4,1,3,0,1.0,1,18,4.47,11570,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,2,3
7465,7465,31019000102,3101900,1,2,1,1,0,9,0,1.0,1,15,3.43,11570,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,2,2
7466,7466,31019000103,3101900,1,3,0,1,0,22,0,1.0,1,15,2.64,11518,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,2,2
7467,7467,31019000104,3101900,1,4,0,1,1,3,0,1.0,1,10,1.3,11570,0,2,1,19,11,,1,1,1,2,2,2,1,2,1.0,2.0,2,2
7595,7595,31026040102,3102604,1,2,1,3,0,14,0,1.0,1,37,21.25,11950,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,1
7596,7596,31026040103,3102604,1,3,0,3,0,19,0,1.0,1,27,20.63,11779,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,1
7597,7597,31026040104,3102604,1,4,0,3,0,9,0,1.0,1,29,20.86,11950,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,1
7598,7598,31026040105,3102604,1,5,0,3,0,9,96,1.0,1,58,2.48,11901,0,2,1,19,11,,1,1,1,1,2,2,1,4,1.0,1.0,2,1
7599,7599,31026040106,3102604,1,6,0,3,1,3,0,1.0,1,33,20.99,11901,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,2,1
7620,7620,31026100102,3102610,1,2,1,1,0,14,0,7.0,1,109,0.0,11050,1,2,1,6,3,4.0,2,2,2,1,1,1,1,5,5.0,6.0,4,3
8139,8139,31046790102,3104679,1,2,1,2,0,9,0,1.0,1,25,7.82,11766,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
8140,8140,31046790103,3104679,1,3,0,2,1,3,0,1.0,1,25,7.83,11733,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
8141,8141,31046790202,3104679,2,2,1,2,0,9,10,1.0,1,35,27.97,11766,0,2,1,19,11,,1,1,1,1,1,1,1,3,6.0,6.0,4,2
8142,8142,31046790203,3104679,2,3,0,2,1,3,0,1.0,1,52,28.1,11702,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,2
8501,8501,31058530102,3105853,1,2,1,1,0,17,0,1.0,1,11,6.91,11741,0,2,1,19,11,,1,1,1,2,1,1,1,2,3.0,4.0,3,1
8502,8502,31058530103,3105853,1,3,0,1,0,10,17,1.0,1,12,9.96,11716,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,3,1
8503,8503,31058530104,3105853,1,4,0,1,0,17,0,1.0,1,6,1.26,11706,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,3,1
8504,8504,31058530105,3105853,1,5,0,1,0,17,0,1.0,1,12,11.97,11706,0,2,1,19,11,,1,1,1,2,2,2,1,2,5.0,6.0,3,1
8505,8505,31058530106,3105853,1,6,0,1,0,17,0,1.0,1,11,7.36,11716,0,2,1,19,11,,1,1,1,2,2,2,1,2,3.0,4.0,3,1
8506,8506,31058530107,3105853,1,7,0,1,1,3,0,1.0,1,4,0.87,11741,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,1.0,3,1
8524,8524,31059060102,3105906,1,2,1,2,0,9,0,1.0,1,10,4.57,11705,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,2,2
8525,8525,31059060103,3105906,1,3,0,2,1,3,0,1.0,1,10,4.68,11772,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,2,2
8658,8658,31063260102,3106326,1,2,1,2,0,21,0,1.0,1,15,0.0,11747,0,2,1,19,11,,1,1,1,2,5,4,1,2,5.0,6.0,4,2
8659,8659,31063260103,3106326,1,3,0,2,0,97,0,1.0,1,41,26.25,11577,0,2,1,19,11,,1,1,1,2,1,1,1,3,5.0,6.0,4,2
8666,8666,31063260110,3106326,1,10,0,2,1,3,0,1.0,1,16,0.0,11753,0,2,1,19,11,,1,1,1,2,3,3,1,2,5.0,6.0,4,2
8667,8667,31063260202,3106326,2,2,1,2,0,17,0,1.0,1,10,0.0,11747,0,2,1,19,11,,1,1,1,2,1,1,1,2,3.0,4.0,4,2
8668,8668,31063260203,3106326,2,3,0,2,0,9,0,1.0,1,8,9.99,11747,0,2,1,19,11,,1,1,1,1,1,1,1,1,4.0,5.0,4,2
8669,8669,31063260204,3106326,2,4,0,2,0,14,0,1.0,1,12,9.65,11753,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,4,2
8670,8670,31063260205,3106326,2,5,0,2,0,17,0,1.0,1,4,1.41,11747,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,4,2
8671,8671,31063260206,3106326,2,6,0,2,1,3,0,1.0,1,8,0.0,11747,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,4,2
8672,8672,31063260207,3106326,2,7,1,2,0,9,0,1.0,1,20,0.0,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
8673,8673,31063260208,3106326,2,8,0,2,1,3,0,1.0,1,30,0.0,11706,0,2,1,19,11,,1,1,1,1,4,4,1,3,4.0,5.0,4,2
8686,8686,31064380102,3106438,1,2,1,5,0,5,0,2.1,2,7,2.63,11003,0,2,1,19,11,,1,1,1,2,1,1,2,1,2.0,3.0,4,3
8687,8687,31064380103,3106438,1,3,0,5,0,9,0,1.0,1,13,2.15,11001,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
8688,8688,31064380104,3106438,1,4,0,5,0,17,0,1.0,1,3,1.12,11001,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,3
8689,8689,31064380105,3106438,1,5,0,5,0,9,0,1.0,1,5,1.12,11003,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,3
8690,8690,31064380106,3106438,1,6,0,5,0,6,0,1.0,1,15,2.15,11001,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
8691,8691,31064380107,3106438,1,7,0,5,1,3,0,2.1,2,18,2.11,11001,0,2,1,19,11,,1,1,1,2,3,3,2,2,2.0,3.0,4,3
8692,8692,31064380202,3106438,2,2,1,5,0,9,0,7.2,2,68,22.97,11003,1,2,1,6,3,3.0,2,2,2,1,1,1,2,4,5.0,6.0,4,3
8694,8694,31064380302,3106438,3,2,1,5,0,9,0,2.2,2,20,2.2,11003,0,2,1,17,10,,1,1,1,1,2,2,2,3,2.0,3.0,4,3
8695,8695,31064380303,3106438,3,3,0,5,1,3,0,2.2,2,21,2.29,11580,0,2,1,17,10,,1,1,1,1,4,4,2,3,2.0,3.0,4,3
8696,8696,31064380402,3106438,4,2,1,5,0,9,0,2.1,2,20,2.2,11003,0,2,1,19,11,,1,1,1,1,2,2,2,3,2.0,3.0,4,3
8697,8697,31064380403,3106438,4,3,0,5,1,3,0,2.1,2,21,2.29,11580,0,2,1,19,11,,1,1,1,1,4,4,2,3,2.0,3.0,4,3
8841,8841,31073470102,3107347,1,2,1,2,0,9,0,1.0,1,31,0.0,11754,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,9,3
8842,8842,31073470103,3107347,1,3,0,2,1,3,0,1.0,1,47,0.0,11735,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,9,3
8844,8844,31073470202,3107347,2,2,1,2,0,6,0,1.0,1,7,2.49,11754,0,2,1,19,11,,1,1,1,2,5,4,1,1,2.0,3.0,9,3
8845,8845,31073470203,3107347,2,3,0,2,0,9,0,2.1,2,39,43.53,11754,1,2,1,19,11,,1,1,1,1,5,4,2,3,6.0,6.0,9,3
8847,8847,31073470205,3107347,2,5,0,2,1,3,1,1.0,1,6,2.49,11754,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,9,3
8865,8865,31073860102,3107386,1,2,1,2,0,27,0,1.0,1,26,10.28,11780,0,2,1,19,11,,1,1,1,2,2,2,1,3,4.0,5.0,3,2
8866,8866,31073860103,3107386,1,3,0,2,0,10,11,1.0,1,20,9.39,11784,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,3,2
8867,8867,31073860104,3107386,1,4,0,2,1,3,0,1.0,1,27,3.52,11733,0,2,1,19,11,,1,1,1,1,3,3,1,3,2.0,3.0,3,2
8912,8912,31075720102,3107572,1,2,1,3,0,9,0,1.0,1,50,24.52,11953,0,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,2,2
8913,8913,31075720103,3107572,1,3,0,3,1,3,0,1.0,1,30,22.5,11752,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,2
8914,8914,31075720202,3107572,2,2,1,3,0,9,0,1.0,1,50,21.91,11953,0,2,1,19,11,,1,1,1,1,2,2,1,4,5.0,6.0,2,2
8915,8915,31075720203,3107572,2,3,0,3,1,3,0,1.0,1,50,20.44,11754,0,2,1,19,11,,1,1,1,1,4,4,1,4,5.0,6.0,2,2
8916,8916,31075720302,3107572,3,2,1,3,0,9,0,1.0,1,40,11.88,11953,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,2
8917,8917,31075720303,3107572,3,3,0,3,1,3,0,1.0,1,50,11.88,11755,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,2,2
9005,9005,31079060102,3107906,1,2,1,3,0,9,0,1.0,1,73,69.2,11731,1,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,4,3
9159,9159,31086070102,3108607,1,2,1,2,0,19,0,1.0,1,37,11.96,11581,1,2,1,19,11,,1,1,1,2,1,1,1,3,4.0,5.0,4,3
9466,9466,31100900102,3110090,1,2,1,2,0,17,0,1.0,1,8,2.86,11763,0,2,1,19,11,,1,1,1,2,1,1,1,1,2.0,3.0,3,2
9467,9467,31100900103,3110090,1,3,0,2,0,9,0,1.0,1,4,1.89,11763,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,3,2
9468,9468,31100900104,3110090,1,4,0,2,1,3,0,1.0,1,5,3.4,11763,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,3,2
9469,9469,31100900105,3110090,1,5,1,2,0,9,0,1.0,1,6,3.4,11763,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,3,2
9470,9470,31100900106,3110090,1,6,0,2,1,1,3,1.0,1,3,3.4,11763,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,3,2
9604,9604,31109980302,3110998,3,2,1,8,0,9,0,1.0,1,29,19.95,11937,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,9,3
9605,9605,31109980303,3110998,3,3,0,8,0,14,0,1.0,1,44,21.95,11968,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,9,3
9606,9606,31109980304,3110998,3,4,0,8,0,9,0,1.0,1,46,21.95,11971,0,2,1,19,11,,1,1,1,1,2,2,1,4,5.0,6.0,9,3
9607,9607,31109980305,3110998,3,5,0,8,1,3,0,1.0,1,34,19.95,11968,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,9,3
9683,9683,31111970102,3111197,1,2,1,4,0,9,10,1.0,1,60,10.22,11581,1,2,1,19,11,,1,1,1,1,2,2,1,4,4.0,5.0,4,2
9685,9685,31111970202,3111197,2,2,1,4,0,9,0,7.0,1,80,0.0,11581,1,2,1,6,3,4.0,2,2,2,1,1,1,1,4,6.0,6.0,4,2
9756,9756,31114740302,3111474,3,2,1,4,0,9,10,1.0,1,10,1.54,11010,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,3
9757,9757,31114740303,3111474,3,3,0,4,1,3,0,1.0,1,15,1.54,11552,0,2,1,19,11,,1,1,1,1,4,4,1,2,2.0,3.0,3,3
9877,9877,31120080102,3112008,1,2,1,2,0,9,0,7.1,1,101,30.69,11566,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,9,2
9933,9933,31121460102,3112146,1,2,1,1,0,9,0,1.0,1,25,11.71,11704,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,1
9934,9934,31121460103,3112146,1,3,0,1,1,3,0,1.0,1,45,14.83,11769,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,2,1
10163,10163,31126800102,3112680,1,2,1,2,0,9,0,7.1,1,88,41.53,11780,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,4,3
10165,10165,31126800106,3112680,1,6,0,2,1,3,0,1.0,1,5,4.12,11767,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,2.0,4,3
10250,10250,31131900102,3113190,1,2,1,3,0,21,0,1.0,1,18,14.23,11786,0,2,1,19,11,,1,1,1,2,1,1,1,2,5.0,6.0,9,3
10251,10251,31131900103,3113190,1,3,0,3,0,9,0,1.0,1,35,37.6,11733,0,2,1,19,11,,1,1,1,1,1,1,1,3,6.0,6.0,9,3
10252,10252,31131900104,3113190,1,4,0,3,1,3,0,1.0,1,35,14.06,11901,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,9,3
10253,10253,31131900202,3113190,2,2,1,3,0,9,0,1.0,1,30,12.07,11786,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,9,3
10254,10254,31131900203,3113190,2,3,0,3,1,3,0,1.0,1,30,12.05,11776,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,9,3
10290,10290,31132960202,3113296,2,2,1,5,0,9,0,1.0,1,55,39.99,11725,1,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,2,2
10313,10313,31134400102,3113440,1,2,1,1,0,9,0,7.0,1,85,19.35,11598,1,2,1,6,3,4.0,2,2,2,1,1,1,1,4,6.0,6.0,2,0
10336,10336,31135880102,3113588,1,2,1,3,0,10,0,1.0,1,30,12.14,11003,1,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,3,2
10344,10344,31135880202,3113588,2,2,1,3,0,5,0,2.1,2,5,1.21,11003,0,2,1,19,11,,1,1,1,2,1,1,2,1,1.0,1.0,3,2
10345,10345,31135880203,3113588,2,3,0,3,1,9,0,1.0,1,5,1.21,11003,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,3,2
10444,10444,31140120102,3114012,1,2,1,2,0,9,0,7.1,1,75,31.39,11756,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,4,3
10450,10450,31140120118,3114012,1,18,0,2,1,3,0,1.0,1,7,1.82,11714,0,2,1,19,11,,1,1,1,2,3,3,1,1,2.0,3.0,4,3
10464,10464,31140540102,3114054,1,2,1,4,0,9,0,2.1,2,31,17.31,11746,0,2,1,19,11,,1,1,1,1,1,1,2,3,5.0,6.0,4,2
10465,10465,31140540103,3114054,1,3,0,4,1,3,0,2.1,2,36,17.85,11716,0,2,1,19,11,,1,1,1,1,3,3,2,3,5.0,6.0,4,2
10466,10466,31140540202,3114054,2,2,1,4,0,9,0,1.0,1,10,3.09,11746,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,2
10467,10467,31140540203,3114054,2,3,0,4,1,3,0,1.0,1,10,3.09,11746,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,2
10732,10732,31148590202,3114859,2,2,1,3,0,9,0,8.1,1,7,0.4,11577,0,2,1,23,13,,5,3,97,1,1,1,1,1,1.0,1.0,3,3
10733,10733,31148590203,3114859,2,3,0,3,1,3,0,8.1,1,5,0.4,11577,0,2,1,23,13,,5,3,97,1,3,3,1,1,1.0,1.0,3,3
10763,10763,31151200102,3115120,1,2,1,2,0,9,10,1.0,1,60,30.58,11801,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
10764,10764,31151200103,3115120,1,3,0,2,1,3,0,1.0,1,60,31.05,11742,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,2
10765,10765,31151200202,3115120,2,2,1,2,0,9,10,1.0,1,40,25.67,11801,1,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
10827,10827,31154610102,3115461,1,2,1,2,0,16,0,1.0,1,10,0.26,11426,1,2,1,19,11,,1,1,1,2,1,1,1,2,1.0,1.0,2,2
11088,11088,31162460102,3116246,1,2,1,3,0,9,0,1.0,1,4,3.19,11980,0,2,1,19,11,,1,1,1,1,5,4,1,1,2.0,3.0,4,2
11089,11089,31162460103,3116246,1,3,0,3,1,3,0,1.0,1,5,2.82,11719,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
11090,11090,31162460104,3116246,1,4,1,3,0,9,0,1.0,1,5,3.19,11980,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
11091,11091,31162460105,3116246,1,5,0,3,1,3,0,1.0,1,5,2.82,11719,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,4,2
11094,11094,31162460202,3116246,2,2,1,3,0,9,10,1.0,1,15,11.43,11980,0,2,1,19,11,,1,1,1,1,1,1,1,2,5.0,6.0,4,2
11095,11095,31162460203,3116246,2,3,0,3,1,3,0,1.0,1,18,13.31,11779,0,2,1,19,11,,1,1,1,1,3,3,1,2,5.0,6.0,4,2
11289,11289,31166730102,3116673,1,2,1,2,0,9,0,1.0,1,38,20.75,11735,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
11290,11290,31166730103,3116673,1,3,0,2,0,14,0,1.0,1,7,1.72,11030,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
11291,11291,31166730104,3116673,1,4,0,2,1,3,0,1.0,1,45,21.54,11030,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,4,2
11292,11292,31166730202,3116673,2,2,1,2,0,9,14,1.0,1,18,15.95,11735,0,2,1,19,11,,1,1,1,1,1,1,1,2,5.0,6.0,4,2
11293,11293,31166730203,3116673,2,3,0,2,1,3,0,1.0,1,18,15.58,11717,0,2,1,19,11,,1,1,1,1,2,2,1,2,5.0,6.0,4,2
11492,11492,31176950104,3117695,1,4,1,1,0,9,0,1.0,1,5,0.43,11596,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,2,1
11493,11493,31176950105,3117695,1,5,0,1,1,3,0,1.0,1,6,0.43,11596,0,2,1,19,11,,1,1,1,1,4,4,1,1,1.0,1.0,2,1
11639,11639,31181400102,3118140,1,2,1,3,0,10,0,1.0,1,43,36.18,11950,0,2,1,19,11,,1,1,1,1,5,4,1,3,6.0,6.0,2,3
11640,11640,31181400103,3118140,1,3,0,3,0,21,0,1.0,1,5,1.22,11746,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,2,3
11641,11641,31181400104,3118140,1,4,0,3,0,10,0,1.0,1,15,1.22,11746,0,2,1,19,11,,1,1,1,1,1,1,1,2,1.0,1.0,2,3
11642,11642,31181400105,3118140,1,5,0,3,1,3,0,1.0,1,125,35.54,11746,0,2,1,19,11,,1,1,1,1,2,2,1,5,6.0,6.0,2,3
11666,11666,31182670102,3118267,1,2,1,4,0,9,0,1.0,1,75,53.08,11731,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,3
11667,11667,31182670103,3118267,1,3,0,4,1,3,0,1.0,1,75,53.02,11968,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,3
11670,11670,31182670302,3118267,3,2,1,4,0,9,0,1.0,1,15,1.35,11731,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,3
11671,11671,31182670303,3118267,3,3,0,4,1,3,0,1.0,1,14,1.35,11740,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
