,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
134071,134071,40176610202,4017661,2,2,1,2,0,9,10,1.0,1,35,19.99,11706,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
134077,134077,40177240102,4017724,1,2,1,1,0,9,0,1.0,1,84,49.41,11751,1,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,2,1
134139,134139,40179250102,4017925,1,2,1,3,0,5,0,2.1,2,8,0.99,11793,0,2,1,19,11,,1,1,1,2,1,1,2,1,2.0,3.0,4,2
134140,134140,40179250103,4017925,1,3,0,3,0,9,0,1.0,1,84,69.37,11793,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
134141,134141,40179250104,4017925,1,4,0,3,1,3,0,1.0,1,80,68.98,11932,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,2
134142,134142,40179250202,4017925,2,2,1,3,0,5,0,2.2,2,8,0.99,11793,0,2,1,17,10,,1,1,1,2,1,1,2,1,2.0,3.0,4,2
134143,134143,40179250203,4017925,2,3,0,3,0,9,0,7.0,1,74,0.0,11793,1,2,1,6,3,,2,2,2,1,1,1,1,4,6.0,6.0,4,2
134248,134248,40186130102,4018613,1,2,1,3,0,9,0,1.0,1,32,10.69,11554,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
134249,134249,40186130103,4018613,1,3,0,3,1,3,0,1.0,1,30,10.35,11572,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
134305,134305,40187840102,4018784,1,2,1,2,0,9,0,2.1,2,20,5.72,11554,0,2,1,19,11,,1,1,1,1,1,1,2,3,4.0,5.0,4,2
134306,134306,40187840103,4018784,1,3,0,2,0,21,0,2.1,2,9,2.53,11550,0,2,1,19,11,,1,1,1,1,2,2,2,1,2.0,3.0,4,2
134307,134307,40187840104,4018784,1,4,0,2,0,9,0,2.1,2,15,2.53,11530,0,2,1,19,11,,1,1,1,1,2,2,2,2,2.0,3.0,4,2
134308,134308,40187840105,4018784,1,5,0,2,0,14,0,2.1,2,30,6.2,11550,0,2,1,19,11,,1,1,1,1,3,3,2,3,4.0,5.0,4,2
134309,134309,40187840106,4018784,1,6,0,2,0,9,0,2.1,2,20,6.46,11801,0,2,1,19,11,,1,1,1,1,3,3,2,3,4.0,5.0,4,2
134310,134310,40187840107,4018784,1,7,0,2,0,21,0,2.1,2,19,4.72,11550,0,2,1,19,11,,1,1,1,1,3,3,2,2,3.0,4.0,4,2
134311,134311,40187840108,4018784,1,8,0,2,1,3,0,2.1,2,25,9.59,11010,0,2,1,19,11,,1,1,1,2,4,4,2,3,4.0,5.0,4,2
134312,134312,40187840202,4018784,2,2,1,2,0,9,0,2.1,2,22,11.49,11554,0,2,1,19,11,,1,1,1,1,1,1,2,3,4.0,5.0,4,2
134313,134313,40187840203,4018784,2,3,0,2,1,3,0,2.1,2,27,11.52,11576,0,2,1,19,11,,1,1,1,1,2,2,2,3,4.0,5.0,4,2
134458,134458,40196330202,4019633,2,2,1,3,0,23,0,1.0,1,7,2.76,11559,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,,4,3
134459,134459,40196330203,4019633,2,3,0,3,0,9,0,6.1,1,104,19.74,11516,1,2,1,12,7,,2,2,2,1,1,1,1,5,5.0,6.0,4,3
134463,134463,40196910102,4019691,1,2,1,1,0,9,0,2.1,2,60,13.72,11023,1,2,1,19,11,,1,1,1,1,1,1,2,4,5.0,6.0,3,1
134613,134613,40202220102,4020222,1,2,1,3,0,14,0,7.0,1,130,26.17,11510,1,2,1,6,3,4.0,2,2,2,1,2,2,1,5,6.0,6.0,4,3
134619,134619,40202220302,4020222,3,2,1,3,0,9,0,1.0,1,60,42.86,11510,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,3
134888,134888,40213490102,4021349,1,2,1,1,0,9,0,1.0,1,16,4.01,11791,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,3,1
134889,134889,40213490103,4021349,1,3,0,1,0,14,0,8.1,13,2,0.96,11724,0,2,1,23,13,,5,3,97,1,2,2,4,1,1.0,1.0,3,1
134890,134890,40213490104,4021349,1,4,0,1,0,9,0,8.1,13,2,0.96,11724,0,2,1,23,13,,5,3,97,1,2,2,4,1,1.0,1.0,3,1
134891,134891,40213490105,4021349,1,5,0,1,1,3,0,1.0,1,14,4.01,11724,0,2,1,19,11,,1,1,1,1,4,4,1,2,3.0,4.0,3,1
134976,134976,40217690302,4021769,3,2,1,6,0,9,10,1.0,1,61,21.04,11720,0,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,4,3
134977,134977,40217690303,4021769,3,3,0,6,0,21,0,1.0,1,9,1.41,11747,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,3
134978,134978,40217690304,4021769,3,4,0,6,0,9,0,1.0,1,7,1.41,11747,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,3
134979,134979,40217690305,4021769,3,5,0,6,0,21,0,1.0,1,119,20.31,11747,0,2,1,19,11,,1,1,1,1,3,3,1,5,5.0,6.0,4,3
134980,134980,40217690306,4021769,3,6,0,6,0,17,0,1.0,1,7,0.8,11755,0,2,1,19,11,,1,1,1,2,4,4,1,1,1.0,1.0,4,3
134981,134981,40217690307,4021769,3,7,0,6,0,26,3,2.1,2,10,0.8,11790,0,2,1,19,11,,1,1,1,2,4,4,2,2,1.0,1.0,4,3
134982,134982,40217690308,4021769,3,8,0,6,1,3,0,1.0,1,17,5.18,11755,0,2,1,19,11,,1,1,1,2,5,4,1,2,2.0,3.0,4,3
134983,134983,40217690402,4021769,4,2,1,6,0,9,0,1.0,1,55,27.27,11720,0,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,4,3
134984,134984,40217690403,4021769,4,3,0,6,1,3,0,1.0,1,64,26.96,11797,0,2,1,19,11,,1,1,1,1,2,2,1,4,5.0,6.0,4,3
134985,134985,40217690404,4021769,4,4,1,6,0,14,0,1.0,1,17,4.24,11720,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,3
134986,134986,40217690405,4021769,4,5,0,6,1,3,0,1.0,1,18,4.24,11784,0,2,1,19,11,,1,1,1,1,4,4,1,2,3.0,4.0,4,3
134995,134995,40218450104,4021845,1,4,1,2,0,9,0,1.0,1,20,8.82,11801,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,3,2
134996,134996,40218450105,4021845,1,5,0,2,0,10,0,2.1,3,65,39.14,11743,1,2,1,19,11,,1,1,1,1,3,3,3,4,6.0,6.0,3,2
134998,134998,40218450107,4021845,1,7,0,2,1,3,0,1.0,1,10,12.69,11743,0,2,1,19,11,,1,1,1,1,5,4,1,2,4.0,5.0,3,2
134999,134999,40218450202,4021845,2,2,1,2,0,9,0,1.0,1,25,11.33,11801,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,3,2
135000,135000,40218450203,4021845,2,3,0,2,1,3,0,1.0,1,35,8.65,11757,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,3,2
135004,135004,40218600202,4021860,2,2,1,4,0,9,0,1.0,1,20,12.39,11793,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
135005,135005,40218600203,4021860,2,3,0,4,0,17,0,1.0,1,30,13.46,11568,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
135006,135006,40218600204,4021860,2,4,0,4,1,3,0,1.0,1,5,2.14,11710,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,2,2
135009,135009,40218600304,4021860,3,4,1,4,0,17,0,3.0,1,30,5.49,11793,0,2,1,15,9,,3,2,2,2,2,2,1,3,3.0,4.0,2,2
135010,135010,40218600307,4021860,3,7,0,4,0,9,0,2.2,2,10,4.14,11758,0,2,1,17,10,,1,1,1,1,2,2,2,2,2.0,3.0,2,2
135011,135011,40218600308,4021860,3,8,0,4,1,3,0,2.2,2,15,7.74,11758,0,2,1,17,10,,1,1,1,1,4,4,2,2,3.0,4.0,2,2
135062,135062,40221290102,4022129,1,2,1,3,0,9,0,1.0,1,10,2.66,11803,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,2
135063,135063,40221290103,4022129,1,3,0,3,0,25,0,2.1,3,8,2.82,11803,0,2,1,19,11,,1,1,1,1,2,2,3,1,2.0,3.0,4,2
135064,135064,40221290104,4022129,1,4,0,3,0,9,0,2.1,3,7,2.79,11801,0,2,1,19,11,,1,1,1,1,2,2,3,1,2.0,3.0,4,2
135065,135065,40221290105,4022129,1,5,0,3,0,6,0,1.0,1,17,2.27,11803,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,2
135066,135066,40221290106,4022129,1,6,0,3,1,3,0,2.1,2,7,3.5,11714,0,2,1,19,11,,1,1,1,2,3,3,2,1,2.0,3.0,4,2
135067,135067,40221290202,4022129,2,2,1,3,0,5,0,2.1,5,5,2.26,11803,0,2,1,19,11,,1,1,1,2,1,1,4,1,1.0,1.0,4,2
135068,135068,40221290203,4022129,2,3,0,3,0,9,0,1.0,1,39,13.57,11714,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
135069,135069,40221290204,4022129,2,4,0,3,1,1,0,1.0,1,35,15.89,11576,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
135369,135369,40234750102,4023475,1,2,1,1,0,9,0,1.0,1,52,37.07,11561,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,1
135370,135370,40234750103,4023475,1,3,0,1,0,21,0,1.0,1,7,4.78,11717,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,1
135371,135371,40234750104,4023475,1,4,0,1,0,9,0,1.0,1,6,4.58,11717,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,1
135372,135372,40234750105,4023475,1,5,0,1,1,3,0,1.0,1,51,40.04,11717,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,1
135389,135389,40235360102,4023536,1,2,1,4,0,9,0,7.1,1,90,20.19,11576,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,5.0,6.0,9,2
135391,135391,40235360108,4023536,1,8,0,4,1,1,0,2.1,2,10,0.63,11507,0,2,1,19,11,,1,1,1,2,3,3,2,2,1.0,2.0,9,2
135394,135394,40235360202,4023536,2,2,1,4,0,9,10,2.1,2,40,27.2,11576,0,2,1,19,11,,1,1,1,1,1,1,2,3,6.0,6.0,9,2
135395,135395,40235360203,4023536,2,3,0,4,1,1,3,2.1,2,60,27.21,11722,0,2,1,19,11,,1,1,1,1,3,3,2,4,6.0,6.0,9,2
135463,135463,40237980102,4023798,1,2,1,1,0,9,0,1.0,1,83,27.6,11783,1,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,2,1
135465,135465,40237980104,4023798,1,4,0,1,0,14,0,1.0,1,3,0.44,11756,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,1.0,2,1
135466,135466,40237980105,4023798,1,5,0,1,1,3,0,1.0,1,2,3.95,11756,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,2,1
135573,135573,40242980102,4024298,1,2,1,2,0,9,0,1.0,1,20,6.62,11756,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,2
135574,135574,40242980103,4024298,1,3,0,2,0,8,0,1.0,1,8,2.71,11530,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,4,2
135575,135575,40242980104,4024298,1,4,0,2,0,9,0,1.0,1,9,2.76,11554,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,4,2
135576,135576,40242980105,4024298,1,5,0,2,1,3,0,1.0,1,19,6.58,11530,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,4,2
135577,135577,40242980202,4024298,2,2,1,2,0,9,10,1.0,1,12,2.74,11756,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,2
135578,135578,40242980203,4024298,2,3,0,2,1,3,0,1.0,1,12,2.67,11758,0,2,1,19,11,,1,1,1,1,4,4,1,2,2.0,3.0,4,2
135649,135649,40248960302,4024896,3,2,1,3,0,9,0,1.0,1,5,2.53,11561,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,4,2
135650,135650,40248960303,4024896,3,3,0,3,0,27,0,1.0,1,4,0.92,11561,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,2
135651,135651,40248960304,4024896,3,4,0,3,1,3,0,1.0,1,4,2.78,11561,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,4,2
135661,135661,40249010202,4024901,2,2,1,4,0,9,0,1.0,1,27,5.5,11003,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
135662,135662,40249010203,4024901,2,3,0,4,0,9,0,1.0,1,13,3.07,11030,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,2.0,4,2
135663,135663,40249010204,4024901,2,4,0,4,0,9,0,1.0,1,30,0.38,11030,0,2,1,19,11,,1,1,1,1,2,2,1,3,1.0,1.0,4,2
135664,135664,40249010205,4024901,2,5,0,4,0,9,0,1.0,1,5,0.38,11030,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,1.0,4,2
135665,135665,40249010206,4024901,2,6,0,4,0,9,0,1.0,1,15,0.38,11030,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,1.0,4,2
135666,135666,40249010207,4024901,2,7,0,4,1,1,3,1.0,1,25,7.98,11030,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
135681,135681,40249080102,4024908,1,2,1,3,0,14,0,1.0,1,30,14.4,11554,1,2,1,19,11,,1,1,1,1,5,4,1,3,5.0,6.0,2,3
135683,135683,40249080105,4024908,1,5,0,3,1,3,0,1.0,1,5,2.35,11554,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,2.0,2,3
135690,135690,40249080302,4024908,3,2,1,3,0,9,10,2.2,2,30,4.88,11554,0,2,1,16,10,,1,1,1,1,1,1,2,3,3.0,4.0,2,3
135691,135691,40249080303,4024908,3,3,0,3,1,3,2,2.2,3,25,4.88,11801,0,2,1,16,10,,1,1,1,1,2,2,3,3,3.0,4.0,2,3
135784,135784,40251130102,4025113,1,2,1,4,0,9,0,1.0,1,58,22.63,11793,1,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,4,3
135786,135786,40251130202,4025113,2,2,1,4,0,5,0,2.1,2,12,2.1,11793,0,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,4,3
135787,135787,40251130203,4025113,2,3,0,4,0,9,0,1.0,1,13,3.54,11554,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
135788,135788,40251130204,4025113,2,4,0,4,1,3,0,1.0,1,9,2.74,11756,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,4,3
135798,135798,40253040202,4025304,2,2,1,4,0,97,0,2.1,2,10,5.24,11561,0,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,2,2
135799,135799,40253040203,4025304,2,3,0,4,0,9,0,1.0,1,10,6.58,11561,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,2,2
135800,135800,40253040204,4025304,2,4,0,4,1,3,0,1.0,1,10,1.2,11561,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,2.0,2,2
135845,135845,40254960202,4025496,2,2,1,2,0,9,0,1.0,1,25,3.51,11756,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,9,3
135846,135846,40254960203,4025496,2,3,0,2,1,3,0,1.0,1,45,3.31,11793,0,2,1,19,11,,1,1,1,1,2,2,1,4,3.0,4.0,9,3
135919,135919,40257430104,4025743,1,4,1,3,0,5,0,2.1,2,30,6.09,11717,0,2,1,19,11,,1,1,1,2,1,1,2,3,3.0,4.0,3,3
135920,135920,40257430105,4025743,1,5,0,3,0,9,0,1.0,1,45,4.73,11779,0,2,1,19,11,,1,1,1,1,1,1,1,4,3.0,4.0,3,3
135921,135921,40257430106,4025743,1,6,0,3,0,20,0,1.0,1,30,3.38,11788,0,2,1,19,11,,1,1,1,1,2,2,1,3,2.0,3.0,3,3
135922,135922,40257430107,4025743,1,7,0,3,0,20,0,1.0,1,30,3.38,11717,0,2,1,19,11,,1,1,1,2,3,3,1,3,2.0,3.0,3,3
135923,135923,40257430108,4025743,1,8,0,3,0,6,0,1.0,1,40,4.82,11788,0,2,1,19,11,,1,1,1,2,3,3,1,3,3.0,4.0,3,3
135924,135924,40257430109,4025743,1,9,0,3,1,3,0,2.1,2,30,6.12,11779,0,2,1,19,11,,1,1,1,2,3,3,2,3,3.0,4.0,3,3
135928,135928,40257430203,4025743,2,3,1,3,0,14,0,1.0,1,55,11.71,11717,0,2,1,19,11,,1,1,1,1,2,2,1,4,4.0,5.0,3,3
135929,135929,40257430204,4025743,2,4,0,3,1,3,0,1.0,1,41,11.71,11780,0,2,1,19,11,,1,1,1,1,5,4,1,3,4.0,5.0,3,3
135930,135930,40257430302,4025743,3,2,1,3,0,9,0,1.0,1,30,4.35,11717,0,2,1,19,11,,1,1,1,1,1,1,1,3,2.0,3.0,3,3
135931,135931,40257430303,4025743,3,3,0,3,1,3,0,1.0,1,60,4.35,11788,0,2,1,19,11,,1,1,1,1,2,2,1,4,2.0,3.0,3,3
135932,135932,40258360202,4025836,2,2,1,2,0,9,0,1.0,1,60,39.64,11561,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,2,2
135933,135933,40258360203,4025836,2,3,0,2,1,3,0,1.0,1,70,42.03,11788,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,2,2
135996,135996,40260560202,4026056,2,2,1,3,0,14,0,2.2,2,40,21.04,11720,0,2,1,17,10,,1,1,1,1,1,1,2,3,5.0,6.0,4,2
135997,135997,40260560203,4026056,2,3,0,3,0,20,0,2.2,2,45,20.21,11747,0,2,1,17,10,,1,1,1,1,2,2,2,4,5.0,6.0,4,2
135998,135998,40260560204,4026056,2,4,0,3,1,3,0,2.2,2,15,6.61,11780,0,2,1,17,10,,1,1,1,2,2,2,2,2,3.0,4.0,4,2
136001,136001,40261040102,4026104,1,2,1,4,0,9,0,1.0,1,37,14.48,11706,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
136002,136002,40261040103,4026104,1,3,0,4,1,3,0,1.0,1,40,14.6,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,3
136014,136014,40261040403,4026104,4,3,1,4,0,9,0,1.0,1,40,20.85,11706,0,2,1,19,11,,1,1,1,1,4,4,1,3,5.0,6.0,4,3
136215,136215,40273140102,4027314,1,2,1,3,0,9,10,2.1,3,45,21.6,11710,1,2,1,19,11,,1,1,1,1,1,1,3,4,5.0,6.0,9,2
136236,136236,40273930202,4027393,2,2,1,5,0,9,10,2.2,2,9,2.77,11706,0,2,1,17,10,,1,1,1,1,1,1,2,1,1.0,2.0,2,2
136237,136237,40273930203,4027393,2,3,0,5,0,6,0,2.2,2,24,17.18,11706,0,2,1,17,10,,1,1,1,1,2,2,2,3,5.0,6.0,2,2
136238,136238,40273930204,4027393,2,4,0,5,1,3,0,2.2,3,34,14.49,11720,0,2,1,17,10,,1,1,1,2,2,2,3,3,5.0,6.0,2,2
136338,136338,40276750202,4027675,2,2,1,2,0,19,0,1.0,1,5,0.4,11577,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,1.0,3,2
136339,136339,40276750203,4027675,2,3,0,2,0,9,0,1.0,1,56,18.89,11576,1,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,3,2
136349,136349,40277130102,4027713,1,2,0,4,0,9,0,1.0,1,21,13.28,11040,0,2,1,19,11,,1,1,1,1,5,4,1,3,4.0,5.0,2,0
136350,136350,40277130103,4027713,1,3,0,4,0,3,0,1.0,1,27,12.42,11732,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,0
136351,136351,40277130302,4027713,3,2,0,4,0,9,0,1.0,1,25,5.51,11040,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,2,0
136352,136352,40277130303,4027713,3,3,0,4,0,3,0,1.0,1,18,5.46,11021,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,2,0
136353,136353,40277130402,4027713,4,2,0,4,0,9,0,2.2,2,67,16.5,11040,1,2,1,16,10,,1,1,1,1,1,1,2,4,5.0,6.0,2,0
136479,136479,40284950102,4028495,1,2,1,1,0,14,0,1.0,1,15,2.42,11542,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,3,1
136480,136480,40284950103,4028495,1,3,0,1,0,14,0,1.0,1,10,3.81,11560,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,1.0,3,1
136481,136481,40284950104,4028495,1,4,0,1,0,14,0,1.0,1,20,1.23,11560,0,2,1,19,11,,1,1,1,1,2,2,1,3,2.0,3.0,3,1
136482,136482,40284950105,4028495,1,5,0,1,0,14,0,1.0,1,15,1.23,0,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,1
136483,136483,40284950106,4028495,1,6,0,1,0,14,0,1.0,1,15,6.46,11560,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,3,1
136484,136484,40284950107,4028495,1,7,0,1,1,3,0,1.0,1,10,0.92,11542,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,1
136485,136485,40284950108,4028495,1,8,1,1,0,14,0,1.0,1,10,1.96,11542,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,1
136486,136486,40284950109,4028495,1,9,0,1,1,3,0,1.0,1,15,1.96,11542,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,1
136662,136662,40296280102,4029628,1,2,1,3,0,9,0,7.1,1,95,26.86,11710,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,3
136664,136664,40296280202,4029628,2,2,1,3,0,9,10,1.0,1,10,2.95,11710,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
136665,136665,40296280203,4029628,2,3,0,3,1,3,0,1.0,1,10,2.95,11566,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
136748,136748,40299670102,4029967,1,2,1,2,0,9,0,1.0,1,15,10.02,11762,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,2,2
136749,136749,40299670103,4029967,1,3,0,2,0,9,0,1.0,1,35,9.85,11803,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
136750,136750,40299670104,4029967,1,4,0,2,1,3,0,1.0,1,40,4.65,11793,0,2,1,19,11,,1,1,1,1,2,2,1,3,3.0,4.0,2,2
136751,136751,40299670202,4029967,2,2,1,2,0,8,0,1.0,1,16,0.0,11762,0,2,1,19,11,,1,1,1,2,1,1,1,2,3.0,4.0,2,2
136752,136752,40299670203,4029967,2,3,0,2,0,9,0,1.0,1,4,0.0,11735,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,2,2
136753,136753,40299670204,4029967,2,4,0,2,1,3,0,1.0,1,25,10.21,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,2,2
136890,136890,40304970202,4030497,2,2,1,2,0,9,0,1.0,1,10,1.86,11566,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,2
136891,136891,40304970203,4030497,2,3,0,2,1,3,0,1.0,1,15,1.86,11566,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,2
136935,136935,40307350202,4030735,2,2,1,4,0,9,0,3.0,1,38,4.35,11758,0,2,1,15,9,,3,2,2,1,1,1,1,3,3.0,4.0,2,2
136936,136936,40307350205,4030735,2,5,0,4,1,3,0,3.0,1,30,5.38,11783,0,2,1,15,9,,3,2,2,1,3,3,1,3,3.0,4.0,2,2
136937,136937,40307350302,4030735,3,2,1,4,0,9,0,1.0,1,10,4.35,11758,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,2,2
136938,136938,40307350303,4030735,3,3,0,4,0,14,0,1.0,1,35,5.94,11783,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,2,2
136939,136939,40307350304,4030735,3,4,0,4,0,3,0,1.0,1,60,8.14,11520,0,2,1,19,11,,1,1,1,1,2,2,1,4,4.0,5.0,2,2
136940,136940,40307350305,4030735,3,5,0,4,0,21,0,1.0,1,8,0.42,11758,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,2,2
136941,136941,40307350306,4030735,3,6,0,4,1,3,0,1.0,1,9,0.71,11758,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,2,2
137025,137025,40309600102,4030960,1,2,1,2,0,9,10,1.0,1,80,21.26,11422,1,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,2,3
137155,137155,40315300102,4031530,1,2,1,1,0,9,0,7.0,1,85,0.0,11581,1,2,1,6,3,4.0,2,2,2,1,1,1,1,4,5.0,6.0,2,1
137230,137230,40321300102,4032130,1,2,1,2,0,9,0,7.1,1,95,30.79,11566,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,2
137232,137232,40321300110,4032130,1,10,0,2,1,3,0,1.0,1,10,1.14,11710,0,2,1,19,11,,1,1,1,2,4,4,1,2,2.0,3.0,4,2
137233,137233,40321300202,4032130,2,2,1,2,0,9,0,1.0,1,59,26.16,11566,1,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
137269,137269,40322990102,4032299,1,2,1,2,0,9,10,1.0,1,21,6.9,11566,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,3,2
137270,137270,40322990103,4032299,1,3,0,2,1,3,2,1.0,1,17,6.29,11554,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,3,2
137271,137271,40322990202,4032299,2,2,1,2,0,9,0,1.0,1,35,18.0,11566,1,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,3,2
137299,137299,40325540102,4032554,1,2,1,5,0,9,0,6.0,1,90,9.58,11003,1,2,1,12,7,,2,2,2,1,1,1,1,5,4.0,5.0,2,1
137302,137302,40325540402,4032554,4,2,1,5,0,9,0,6.0,1,95,18.99,11003,1,2,1,12,7,,2,2,2,1,1,1,1,5,5.0,6.0,2,1
137323,137323,40327130202,4032713,2,2,1,2,0,9,10,1.0,1,60,49.96,11720,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
137324,137324,40327130203,4032713,2,3,0,2,1,3,0,1.0,1,60,50.49,11971,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,2
137588,137588,40338900102,4033890,1,2,1,2,0,9,0,7.1,1,99,39.87,11561,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,3,2
137592,137592,40338900113,4033890,1,13,0,2,1,3,0,1.0,1,22,6.57,11561,0,2,1,19,11,,1,1,1,2,3,3,1,3,2.0,3.0,3,2
